timestamp,PG1,PG2,PG3,QG1,QG2,QG3,Vreal1,Vreal2,Vreal3,Vreal4,Vreal5,Vreal6,Vreal7,Vreal8,Vreal9,Vimag1,Vimag2,Vimag3,Vimag4,Vimag5,Vimag6,Vimag7,Vimag8,Vimag9
0.000000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.001000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.002000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.003000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.004000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.005000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.006000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.007000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.008000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.009000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.010000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.011000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.012000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.013000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.014000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.015000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.016000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.017000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.018000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.019000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.020000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.021000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.022000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.023000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.024000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
0.025000,0.716400,1.630000,0.850000,0.302490,0.368890,0.018046,1.042080,1.013602,1.023649,1.027082,0.995176,1.012622,1.025688,1.017850,1.033856,0.000000,0.164663,0.083010,-0.039530,-0.068961,-0.064912,0.066262,0.012850,0.035263
