timestamp,PG1,PG2,PG3,QG1,QG2,QG3,Vreal1,Vreal2,Vreal3,Vreal4,Vreal5,Vreal6,Vreal7,Vreal8,Vreal9,Vimag1,Vimag2,Vimag3,Vimag4,Vimag5,Vimag6,Vimag7,Vimag8,Vimag9
0.000000,0.714967,1.626740,0.848300,0.303703,0.370370,0.018118,1.036880,1.008545,1.018541,1.021957,0.990210,1.007569,1.020569,1.012771,1.028697,0.000000,0.165821,0.083593,-0.039808,-0.069446,-0.065368,0.066727,0.012940,0.035511
0.001000,0.714967,1.626740,0.848300,0.303703,0.370370,0.018118,1.036880,1.008545,1.018541,1.021957,0.990210,1.007569,1.020569,1.012771,1.028697,0.000000,0.165821,0.083593,-0.039808,-0.069446,-0.065368,0.066727,0.012940,0.035511
0.002000,0.714967,1.626740,0.848300,0.303703,0.370370,0.018118,1.036880,1.008545,1.018541,1.021957,0.990210,1.007569,1.020569,1.012771,1.028697,0.000000,0.165821,0.083593,-0.039808,-0.069446,-0.065368,0.066727,0.012940,0.035511
0.003000,0.714967,1.626740,0.848300,0.303703,0.370370,0.018118,1.036880,1.008545,1.018541,1.021957,0.990210,1.007569,1.020569,1.012771,1.028697,0.000000,0.165821,0.083593,-0.039808,-0.069446,-0.065368,0.066727,0.012940,0.035511
0.004000,0.714967,1.626740,0.848300,0.303703,0.370370,0.018118,1.036880,1.008545,1.018541,1.021957,0.990210,1.007569,1.020569,1.012771,1.028697,0.000000,0.165821,0.083593,-0.039808,-0.069446,-0.065368,0.066727,0.012940,0.035511
0.005000,0.714967,1.626740,0.848300,0.303703,0.370370,0.018118,1.036880,1.008545,1.018541,1.021957,0.990210,1.007569,1.020569,1.012771,1.028697,0.000000,0.165821,0.083593,-0.039808,-0.069446,-0.065368,0.066727,0.012940,0.035511
0.006000,0.714967,1.626740,0.848300,0.303703,0.370370,0.018118,1.036880,1.008545,1.018541,1.021957,0.990210,1.007569,1.020569,1.012771,1.028697,0.000000,0.165821,0.083593,-0.039808,-0.069446,-0.065368,0.066727,0.012940,0.035511
0.007000,0.714967,1.626740,0.848300,0.303703,0.370370,0.018118,1.036880,1.008545,1.018541,1.021957,0.990210,1.007569,1.020569,1.012771,1.028697,0.000000,0.165821,0.083593,-0.039808,-0.069446,-0.065368,0.066727,0.012940,0.035511
0.008000,0.714967,1.626740,0.848300,0.303703,0.370370,0.018118,1.036880,1.008545,1.018541,1.021957,0.990210,1.007569,1.020569,1.012771,1.028697,0.000000,0.165821,0.083593,-0.039808,-0.069446,-0.065368,0.066727,0.012940,0.035511
0.009000,0.714967,1.626740,0.848300,0.303703,0.370370,0.018118,1.036880,1.008545,1.018541,1.021957,0.990210,1.007569,1.020569,1.012771,1.028697,0.000000,0.165821,0.083593,-0.039808,-0.069446,-0.065368,0.066727,0.012940,0.035511
